user_id,latitude,longitude,income
0,12.958349296532509,77.58154629921735,96820
1,12.957249519468546,77.57962755845918,64131
2,12.98825736559793,77.60842449057847,73707
3,12.97216235296192,77.60285110904718,45658
4,12.958715861807471,77.57777277948864,79150
5,12.980666236704694,77.59769607049417,87435
6,12.959926634467518,77.58106665395137,89092
7,12.958424631446611,77.58573831381408,30627
8,12.968198083930245,77.58912491875063,43483
9,12.963390684581691,77.58111935674418,55920
10,12.991698338480344,77.60788663964887,86557
11,12.980968999391836,77.59581974917738,29692
12,12.959471143014223,77.58360267831584,57065
13,12.980518081119577,77.60097259630265,31534
14,12.992356596373495,77.61796803027381,75591
15,12.965564434028899,77.58784046737482,29268
16,12.985959965707917,77.60735822620185,28571
17,12.970972251908185,77.58884475315875,68984
18,12.954372969683382,77.57589965358333,22695
19,12.992791753202313,77.61203330222902,32666
20,12.970634761036978,77.59179113393854,72251
21,12.959495384735703,77.58349430593651,72256
22,12.994406823856297,77.60662830499638,83335
23,12.979783969635259,77.60301059869367,28110
24,12.98140338425979,77.602208367052,26910
25,12.99011688876088,77.59723882758479,43419
26,12.970451467234332,77.58965973624596,74268
27,12.987653856521101,77.61127182920937,91910
28,12.965744210610954,77.5905710109549,75820
29,12.994868761498024,77.61247119923092,42299
30,12.975599096344462,77.60267788841452,22693
31,12.9884107193887,77.61153980229933,68925
32,12.98411558640065,77.60052665988187,35707
33,12.967893840718368,77.58901701356021,86842
34,12.977389085136318,77.5984800703411,25530
35,12.97583534684346,77.58953999062746,33545
36,12.98800181813931,77.60845863752547,81087
37,12.98372520099094,77.6137912215923,71005
38,12.967461948950634,77.58753253189366,85318
39,12.977725018638445,77.60137224694616,46736
40,12.978022453092692,77.60001181191329,58623
41,12.97430054646187,77.59319738112565,70859
42,12.983428468443545,77.60225579909806,32688
43,12.959588126988963,77.58420396469408,85733
44,12.97735807754441,77.60023068484576,45184
45,12.96702839102461,77.5883011068112,35708
46,12.965119814861037,77.5826207682469,92082
47,12.975348009706803,77.60020568892442,22911
48,12.961609008097147,77.57725592720621,91295
49,12.957650240122993,77.57903381545138,67254
50,12.958929764922697,77.5816683653956,66843
51,12.990682379803813,77.61392142826284,97371
52,12.969026527126514,77.58938239984872,40932
53,12.96955916382124,77.59054186892122,27400
54,12.962448458168645,77.58141512187458,24499
55,12.99276200014714,77.60931983263335,49299
56,12.962561993359486,77.58536578157198,22557
57,12.970524499035974,77.58634943532293,22869
58,12.956426089508392,77.5819696608259,58467
59,12.966009777803457,77.58992413712329,78871
60,12.99260168849693,77.61287524150863,90271
61,12.971902720888794,77.59918328564314,65525
62,12.961618827604752,77.57550511308789,67333
63,12.972731536655484,77.58991082392694,50746
64,12.98390103544399,77.59596942870779,59790
65,12.988880642431049,77.61151079119243,94543
66,12.964439546325597,77.58119032284381,93744
67,12.989329611644022,77.61214200148227,83208
68,12.969627602833356,77.59222102245384,65236
69,12.957459618845796,77.57545545832595,26102
70,12.967221860142367,77.5884611040471,54584
71,12.980519542777554,77.60115595213918,71885
72,12.991905337652707,77.60675939738988,38070
73,12.977434278443361,77.59691881472318,65017
74,12.971349322115467,77.59533677303166,25801
75,12.95534569816773,77.57846852034126,30647
76,12.966450203135638,77.59148498696258,97575
77,12.988332165306677,77.60961679551461,75766
78,12.957681524356389,77.57928954417977,30966
79,12.959881091573882,77.57839601177444,69726
80,12.982058780571125,77.59516185238643,76661
81,12.967320639179112,77.58899554825781,39508
82,12.991648729035187,77.60618738457937,74021
83,12.968876435322729,77.5861263516606,59734
84,12.983924572240028,77.6105593629443,93847
85,12.964778945382779,77.57869817520297,45945
86,12.975343873231079,77.58796775299686,86617
87,12.978575164066518,77.59804001230228,27805
88,12.982836145070262,77.60379922056612,23343
89,12.971131888796382,77.59495405295944,79638
90,12.957807775790313,77.5761602408002,33284
91,12.981331458284439,77.60232390216028,63919
92,12.98209727714558,77.60179968990113,82752
93,12.974015115285328,77.59609942147522,43049
94,12.97867986653991,77.60039222173185,60158
95,12.98017552670692,77.60704399078534,80160
96,12.987055474046857,77.61138631042279,71991
97,12.989392627422506,77.61018268982136,80890
98,12.984307869052534,77.61384162228504,55195
99,12.97639910012397,77.58414373660143,58304
100,12.988540701701844,77.61062279478385,45351
101,12.968231905729168,77.59254880629106,23267
102,12.982856033281541,77.60435765074239,20412
103,12.992438586356517,77.61188888652578,64425
104,12.972241880815371,77.5918311107963,37955
105,12.98147642310181,77.59541764212248,27357
106,12.98934695639032,77.61329633055595,91180
107,12.958776253941688,77.58078486916791,34397
108,12.98843043571924,77.61284742896335,86234
109,12.960972499057466,77.5796095708369,84895
110,12.99573695291952,77.61319568124765,31130
111,12.97231203498857,77.59200116831042,47192
112,12.95996325968146,77.57730823688554,31174
113,12.97372994675411,77.6053112945497,58102
114,12.967523508409624,77.58903584247504,92267
115,12.971841524024427,77.59407364236431,97052
116,12.980734899713326,77.59847917047388,59081
117,12.971677327607845,77.59261762477429,74693
118,12.963182077389542,77.58071245575486,77854
119,12.957844667336243,77.57935965854486,92124
120,12.983888772195083,77.61471009684163,75129
121,12.959942951376293,77.57699241190609,24748
122,12.97795297219664,77.59985541354338,75771
123,12.990968155681015,77.60751830716934,72224
124,12.961478059451402,77.58026661901839,48016
125,12.968970396290107,77.5913730293633,87641
126,12.990136823519776,77.61116753872844,40559
127,12.982530722068342,77.59680103556528,91726
128,12.967894559672418,77.5870986668362,72736
129,12.967308291005917,77.59457748987175,61430
130,12.969570150223849,77.58819818595626,43959
131,12.987038312376981,77.60852650941375,81529
132,12.993097801212054,77.60456960602501,47355
133,12.971025267927333,77.59562851251765,98752
134,12.971714042530982,77.59291157146005,47532
135,12.985054054893817,77.59480905406872,95672
136,12.97630480769747,77.60056875476047,21015
137,12.969676045106942,77.59458130377968,82292
138,12.981022766595677,77.5997407594795,92474
139,12.969656380464242,77.59371344893593,28702
140,12.971027370754022,77.59573458881952,29860
141,12.98049928860741,77.60242266689481,89172
142,12.968067174459497,77.59406791115593,76397
143,12.965894229653376,77.59160647542993,57744
144,12.985397657487793,77.6138330304657,27239
145,12.96072700105825,77.58614219676339,63125
146,12.963537891552193,77.58020255544423,93963
147,12.96831022416562,77.59761777337364,35254
148,12.961781226527524,77.58363844522104,73682
149,12.96317527346055,77.57472378154073,26941
150,12.96265819068074,77.57958876653687,73413
151,12.968539856511873,77.5940033369226,90390
152,12.974889852681935,77.5998333569033,93477
153,12.966555835281534,77.58819323139136,32015
154,12.961099794738292,77.57718036064102,61240
155,12.960131108004253,77.5832210460363,95697
156,12.968409227144884,77.58762138150321,56668
157,12.975697733392304,77.59942540152825,71745
158,12.97589417539875,77.59010579065591,43624
159,12.981543766972072,77.60361390521773,30478
160,12.989663015850928,77.6093370912014,99104
161,12.987790763483227,77.61173851320464,20302
162,12.959894409184614,77.58016967684877,48699
163,12.965342188314436,77.58075743936503,24621
164,12.962554206277137,77.57703619246261,38030
165,12.969236642425367,77.5833587247343,54674
166,12.960880998070829,77.57853369052962,30267
167,12.983568799343855,77.60067000847609,26229
168,12.975318482256853,77.60062006838899,23596
169,12.983469955832184,77.60882689799631,46734
170,12.997122988210478,77.61304359807806,93479
171,12.98688826153702,77.60942898396574,80004
172,12.980677991822283,77.60251924231369,95703
173,12.96008307279485,77.58038209643561,78656
174,12.968048072292635,77.5885386238487,76138
175,12.977514248686944,77.598364492402,47446
176,12.970145564883834,77.58750714965078,24324
177,12.992392452613435,77.61043561218085,20117
178,12.975385493669917,77.58977647706041,73441
179,12.954761515324018,77.5878500998398,26469
180,12.977710222530373,77.594585353698,69376
181,12.98862414216917,77.60907985080203,98477
182,12.990038854613863,77.607372903775,52254
183,12.99264578973115,77.6049453835831,79383
184,12.985991024470529,77.60595197638305,59809
185,12.968252257253097,77.5907827193015,21342
186,12.977169634816656,77.5881867565656,56258
187,12.978320774075815,77.60451507534398,87444
188,12.992004302855271,77.6094323770215,56159
189,12.981595750676657,77.60208905337996,50523
190,12.978672702875267,77.60137613051467,39282
191,12.962227094748778,77.58073036953209,36984
192,12.975127877484189,77.59247470055838,79207
193,12.961657599457043,77.58088665135294,93340
194,12.9730209448595,77.60453240965434,29184
195,12.966368496522792,77.58515976803335,38381
196,12.970706843674327,77.59231259558166,87506
197,12.980495583140362,77.6017068100234,44519
198,12.981015489222484,77.5987541362583,91324
199,12.972897766023879,77.59024616461346,71356
200,12.98248446047117,77.60302968488314,52154
201,12.95894362583909,77.57872403629752,79201
202,12.984926288513323,77.59988356315183,66197
203,12.973265591276878,77.60202742619013,91895
204,12.99386092489155,77.60866608732526,84772
205,12.972270965849937,77.58723350402747,40609
206,12.964157709963875,77.58302580884954,91315
207,12.959664082438216,77.58097927009521,32999
208,12.961963096969063,77.57983324598727,22443
209,12.980541592525416,77.6079307147502,37368
210,12.970328184383815,77.5921772998717,84644
211,12.988192056584085,77.61390554750447,75176
212,12.979012178878833,77.59858915565981,21645
213,12.990167174736866,77.61328257455541,83374
214,12.974191493282648,77.5879288021471,77545
215,12.991425956580636,77.61395651586326,60738
216,12.963155350401049,77.57925789674742,93509
217,12.975332750072386,77.59164609306565,56368
218,12.98922122594591,77.60549057114065,99026
219,12.979980039636107,77.59604256486439,65765
220,12.969307196409375,77.59208861909444,24757
221,12.979193333928336,77.59668042227376,41566
222,12.96826505823122,77.58726832646579,21759
223,12.96591188918938,77.58426623896032,53719
224,12.9586559185806,77.57362770577701,47952
225,12.97325831658031,77.5888162530453,38449
